timestamp,cpu_utility_pct,memory_in_use_pct,disk_active_time_pct,virtual_memory_pct,process_count,disk_queue_length
2026-04-13T10:42:22.272Z,21.68,86.43,0.00,24.14,349,0.00
2026-04-13T10:42:24.277Z,18.91,86.42,0.00,24.14,351,0.00
2026-04-13T10:42:26.282Z,29.03,86.89,0.00,24.12,351,0.00
2026-04-13T10:42:28.291Z,38.41,86.60,0.00,24.12,352,0.00
2026-04-13T10:42:30.292Z,50.13,87.43,0.00,24.12,353,0.00
2026-04-13T10:42:32.296Z,30.36,87.15,0.00,24.12,353,0.00
2026-04-13T10:42:34.311Z,28.03,87.21,0.00,24.12,353,0.00
2026-04-13T10:42:36.313Z,32.94,86.97,0.00,24.12,351,0.00
2026-04-13T10:42:38.328Z,31.90,87.27,0.00,24.12,351,0.00
2026-04-13T10:42:40.332Z,20.86,87.24,0.00,24.12,352,0.00
2026-04-13T10:42:42.337Z,33.06,87.81,0.00,24.12,353,0.00
2026-04-13T10:42:44.342Z,27.21,87.96,0.00,24.12,353,0.00
2026-04-13T10:42:46.347Z,24.55,88.18,0.00,24.12,353,0.00
2026-04-13T10:42:48.352Z,26.73,87.85,0.00,24.12,353,0.00
2026-04-13T10:42:50.356Z,30.70,87.70,0.00,24.12,353,0.00
2026-04-13T10:42:52.361Z,20.28,87.73,0.00,24.12,353,0.00
2026-04-13T10:42:54.366Z,20.12,87.58,0.00,24.12,353,0.00
2026-04-13T10:42:56.371Z,24.77,87.64,0.00,24.12,353,0.00
2026-04-13T10:42:58.376Z,26.74,87.56,0.00,24.11,353,0.00
2026-04-13T10:43:00.381Z,29.33,87.52,0.00,24.11,353,0.00
2026-04-13T10:43:02.385Z,30.69,88.04,0.00,24.11,356,0.00
2026-04-13T10:43:04.388Z,29.40,88.29,0.00,24.11,356,0.00
2026-04-13T10:43:06.391Z,35.18,88.30,0.00,24.11,356,0.00
2026-04-13T10:43:08.392Z,32.98,89.19,0.00,24.11,355,0.00
2026-04-13T10:43:10.397Z,23.67,89.17,0.00,24.11,355,0.00
2026-04-13T10:43:12.401Z,19.07,89.06,0.00,24.11,355,0.00
2026-04-13T10:43:14.414Z,18.19,88.68,0.00,24.11,355,0.00
2026-04-13T10:43:16.423Z,18.94,88.61,0.00,24.11,355,0.00
2026-04-13T10:43:18.432Z,25.09,88.57,0.00,24.11,355,0.00
2026-04-13T10:43:20.437Z,21.81,87.63,0.00,24.11,355,0.00
2026-04-13T10:43:22.442Z,24.20,87.48,0.00,24.09,355,0.00
2026-04-13T10:43:24.447Z,20.66,87.65,0.00,24.09,355,0.00
2026-04-13T10:43:26.451Z,19.01,87.63,0.00,24.09,355,0.00
2026-04-13T10:43:28.456Z,24.35,87.71,0.00,24.09,356,0.00
2026-04-13T10:43:30.461Z,23.97,87.99,0.00,24.09,356,0.00
2026-04-13T10:43:32.467Z,32.63,88.48,0.00,24.09,357,0.00
2026-04-13T10:43:34.470Z,28.43,88.56,0.00,24.09,357,0.00
2026-04-13T10:43:36.475Z,29.38,88.54,0.00,24.09,357,0.00
2026-04-13T10:43:38.480Z,32.58,88.61,0.00,24.09,357,0.00
2026-04-13T10:43:40.482Z,23.68,88.41,0.00,24.09,358,0.00
2026-04-13T10:43:42.490Z,36.20,88.98,0.00,23.58,359,0.00
2026-04-13T10:43:44.494Z,27.66,88.99,0.00,23.58,359,0.00
2026-04-13T10:43:46.497Z,18.18,88.94,0.00,23.58,359,0.00
2026-04-13T10:43:48.496Z,24.40,88.83,0.00,23.58,358,0.00
2026-04-13T10:43:50.501Z,19.08,88.20,0.00,23.58,358,0.00
2026-04-13T10:43:52.506Z,17.18,88.18,0.00,23.58,358,0.00
2026-04-13T10:43:54.511Z,20.36,88.33,0.00,23.58,358,0.00
2026-04-13T10:43:56.516Z,16.83,88.21,0.00,23.58,358,0.00
2026-04-13T10:43:58.521Z,19.17,88.32,0.00,23.58,357,0.00
2026-04-13T10:44:00.525Z,19.21,88.24,0.00,23.58,357,0.00
2026-04-13T10:44:02.530Z,16.78,88.18,0.00,23.58,355,0.00
2026-04-13T10:44:04.535Z,24.76,87.95,0.00,23.55,354,0.00
2026-04-13T10:44:06.542Z,19.56,87.98,0.00,23.55,354,0.00
2026-04-13T10:44:08.544Z,15.98,87.97,0.00,23.55,354,0.00
2026-04-13T10:44:10.549Z,15.83,87.93,0.00,23.55,354,0.00
2026-04-13T10:44:12.554Z,16.93,87.84,0.00,23.55,354,0.00
2026-04-13T10:44:14.559Z,17.65,87.86,0.00,23.55,355,0.00
2026-04-13T10:44:16.564Z,24.02,88.00,0.00,23.55,355,0.00
2026-04-13T10:44:18.571Z,28.29,87.94,0.00,23.55,355,0.00
2026-04-13T10:44:20.574Z,29.49,87.89,0.00,23.55,355,0.00
2026-04-13T10:44:22.589Z,22.29,87.73,0.00,23.55,355,0.00
2026-04-13T10:44:24.602Z,20.95,87.69,0.00,23.55,356,0.00
2026-04-13T10:44:26.604Z,26.57,87.95,0.00,23.55,356,0.00
2026-04-13T10:44:28.614Z,22.63,88.01,0.00,23.55,356,0.00
2026-04-13T10:44:30.623Z,21.38,87.90,0.00,23.55,356,0.00
2026-04-13T10:44:32.634Z,34.74,88.37,0.00,23.55,357,0.00
2026-04-13T10:44:34.647Z,33.02,88.56,0.00,23.55,357,0.00
2026-04-13T10:44:36.657Z,30.93,88.61,0.00,23.55,357,0.00
2026-04-13T10:44:38.664Z,21.50,88.65,0.00,23.55,357,0.00
2026-04-13T10:44:40.665Z,29.01,89.04,0.00,23.55,357,0.00
2026-04-13T10:44:42.668Z,22.19,89.19,0.00,23.55,357,0.00
2026-04-13T10:44:44.678Z,18.04,89.29,0.00,23.55,356,0.00
2026-04-13T10:44:46.681Z,20.39,89.25,0.00,23.55,356,0.00
2026-04-13T10:44:48.692Z,26.54,89.72,0.00,23.55,356,0.00
2026-04-13T10:44:50.701Z,28.43,88.33,0.00,26.02,356,0.00
2026-04-13T10:44:52.708Z,20.68,88.31,0.00,26.02,356,0.00
2026-04-13T10:44:54.722Z,20.36,88.04,0.00,26.02,355,0.00
2026-04-13T10:44:56.727Z,22.23,87.73,0.00,26.02,355,0.00
2026-04-13T10:44:58.729Z,20.11,87.55,0.00,26.02,355,0.00
2026-04-13T10:45:00.738Z,19.44,87.50,0.00,26.02,355,0.00
2026-04-13T10:45:02.739Z,19.45,87.29,0.00,26.02,354,0.00
2026-04-13T10:45:04.739Z,21.27,87.06,0.00,26.02,354,0.00
2026-04-13T10:45:06.747Z,28.81,87.18,0.00,26.02,354,0.00
2026-04-13T10:45:08.762Z,30.61,87.19,0.00,26.39,354,0.00
2026-04-13T10:45:10.777Z,22.25,87.30,0.00,26.39,354,0.00
2026-04-13T10:45:12.788Z,24.07,87.21,0.00,26.39,352,0.00
2026-04-13T10:45:14.797Z,20.83,87.94,0.00,26.39,352,0.00
2026-04-13T10:45:16.804Z,16.75,87.98,0.00,26.39,352,0.00
2026-04-13T10:45:18.809Z,22.28,87.77,0.00,26.39,352,0.00
2026-04-13T10:45:20.809Z,16.96,87.25,0.00,26.39,352,0.00
2026-04-13T10:45:22.822Z,18.05,87.24,0.00,26.39,352,0.00
2026-04-13T10:45:24.826Z,20.87,87.11,0.00,26.39,352,0.00
2026-04-13T10:45:26.832Z,27.39,87.21,0.00,26.38,352,0.00
2026-04-13T10:45:28.841Z,26.57,87.26,0.00,26.38,352,0.00
2026-04-13T10:45:30.846Z,26.96,87.46,0.00,26.38,353,0.00
2026-04-13T10:45:32.854Z,39.98,88.99,0.00,23.66,353,0.00
2026-04-13T10:45:34.867Z,37.39,89.73,0.00,23.66,353,0.00
2026-04-13T10:45:36.873Z,32.66,89.72,0.00,23.66,354,0.00
2026-04-13T10:45:38.878Z,30.92,89.55,0.00,23.66,355,0.00
2026-04-13T10:45:40.884Z,44.21,90.11,0.00,23.65,355,0.00
2026-04-13T10:45:42.900Z,28.86,90.30,0.00,23.65,355,0.00
2026-04-13T10:45:44.905Z,31.91,90.09,0.00,23.63,355,0.00
2026-04-13T10:45:46.914Z,21.33,89.88,0.00,23.63,355,0.00
2026-04-13T10:45:48.928Z,21.48,89.77,0.00,23.63,355,0.00
2026-04-13T10:45:50.929Z,16.57,89.71,0.00,23.63,355,0.00
2026-04-13T10:45:52.943Z,23.37,89.34,0.00,23.63,355,0.00
2026-04-13T10:45:54.944Z,19.01,89.48,0.00,23.63,355,0.00
2026-04-13T10:45:56.944Z,17.74,89.33,0.00,23.63,355,0.00
2026-04-13T10:45:58.945Z,24.93,88.93,0.00,23.63,355,0.00
2026-04-13T10:46:00.955Z,19.94,88.91,0.00,23.63,355,0.00
2026-04-13T10:46:02.967Z,19.63,88.89,0.00,23.63,355,0.00
2026-04-13T10:46:04.977Z,18.41,88.88,0.00,23.63,355,0.00
2026-04-13T10:46:06.986Z,19.28,88.92,0.00,23.63,354,0.00
2026-04-13T10:46:08.986Z,23.06,88.62,0.00,23.63,354,0.00
2026-04-13T10:46:10.994Z,27.79,88.55,0.00,23.63,354,0.00
2026-04-13T10:46:13.004Z,30.03,88.57,0.00,23.63,354,0.00
2026-04-13T10:46:15.016Z,28.33,88.54,0.00,23.63,354,0.00
2026-04-13T10:46:17.020Z,26.29,88.38,0.00,23.63,354,0.00
2026-04-13T10:46:19.025Z,22.58,88.39,0.00,23.63,353,0.00
2026-04-13T10:46:21.030Z,26.08,88.32,0.00,23.63,353,0.00
2026-04-13T10:46:23.033Z,23.86,88.20,0.00,23.63,353,0.00
2026-04-13T10:46:25.043Z,19.90,88.17,0.00,23.63,353,0.00
2026-04-13T10:46:27.044Z,20.13,88.12,0.00,23.63,353,0.00
2026-04-13T10:46:29.047Z,30.16,88.43,0.00,23.63,353,0.00
2026-04-13T10:46:31.049Z,26.09,88.76,0.00,23.63,355,0.00
2026-04-13T10:46:33.056Z,43.12,88.65,0.00,23.63,355,0.00
2026-04-13T10:46:35.069Z,28.30,88.52,0.00,23.63,355,0.00
2026-04-13T10:46:37.074Z,27.03,88.41,0.00,23.63,353,0.00
2026-04-13T10:46:39.087Z,18.94,88.23,0.00,23.63,353,0.00
2026-04-13T10:46:41.100Z,20.11,87.98,0.00,23.63,353,0.00
2026-04-13T10:46:43.111Z,17.94,87.94,0.00,23.63,353,0.00
2026-04-13T10:46:45.125Z,17.43,87.94,0.00,23.63,353,0.00
2026-04-13T10:46:47.130Z,19.36,87.91,0.00,23.63,353,0.00
2026-04-13T10:46:49.141Z,17.19,87.99,0.00,23.63,353,0.00
2026-04-13T10:46:51.153Z,19.16,88.09,0.00,23.63,353,0.00
2026-04-13T10:46:53.166Z,19.61,88.07,0.00,23.63,353,0.00
2026-04-13T10:46:55.180Z,25.25,88.07,0.00,23.63,353,0.00
2026-04-13T10:46:57.188Z,17.65,87.99,0.00,23.63,353,0.00
2026-04-13T10:46:59.198Z,19.63,87.84,0.00,23.63,352,0.00
2026-04-13T10:47:01.204Z,16.97,87.74,0.00,23.63,352,0.00
2026-04-13T10:47:03.214Z,22.00,87.72,0.00,23.63,352,0.00
2026-04-13T10:47:05.215Z,18.07,87.77,0.00,23.63,352,0.00
2026-04-13T10:47:07.225Z,19.17,87.82,0.00,23.63,352,0.00
2026-04-13T10:47:09.238Z,18.03,87.87,0.00,23.63,352,0.00
2026-04-13T10:47:11.239Z,19.91,87.16,0.00,23.63,352,0.00
2026-04-13T10:47:13.245Z,22.68,87.07,0.00,23.63,352,0.00
2026-04-13T10:47:15.249Z,19.27,87.11,0.00,23.63,352,0.00
2026-04-13T10:47:17.257Z,17.65,87.11,0.00,23.63,352,0.00
2026-04-13T10:47:19.264Z,16.55,87.02,0.00,23.63,351,0.00
2026-04-13T10:47:21.276Z,17.65,86.89,0.00,23.63,351,0.00
2026-04-13T10:47:23.287Z,19.28,86.82,0.00,23.63,351,0.00
2026-04-13T10:47:25.302Z,16.96,86.80,0.00,23.63,351,0.00
2026-04-13T10:47:27.314Z,18.97,87.01,0.00,23.63,351,0.00
2026-04-13T10:47:29.315Z,23.02,86.68,0.00,23.63,351,0.00
2026-04-13T10:47:31.327Z,20.58,86.86,0.00,23.63,351,0.00
2026-04-13T10:47:33.337Z,21.68,86.89,0.00,23.63,351,0.00
2026-04-13T10:47:35.338Z,29.58,87.40,0.00,23.63,351,0.00
2026-04-13T10:47:37.350Z,21.87,87.39,0.00,23.63,350,0.00
2026-04-13T10:47:39.353Z,25.59,87.41,0.00,23.63,350,0.00
2026-04-13T10:47:41.362Z,23.66,87.43,0.00,23.63,350,0.00
2026-04-13T10:47:43.371Z,19.85,87.35,0.00,23.63,350,0.00
2026-04-13T10:47:45.386Z,26.29,87.43,0.00,23.63,350,0.00
2026-04-13T10:47:47.401Z,24.64,87.29,0.00,23.63,350,0.00
2026-04-13T10:47:49.408Z,18.39,87.26,0.00,23.63,350,0.00
2026-04-13T10:47:51.421Z,18.01,87.28,0.00,23.63,350,0.00
2026-04-13T10:47:53.432Z,19.22,87.29,0.00,23.63,350,0.00
2026-04-13T10:47:55.433Z,21.31,87.28,0.00,23.63,350,0.00
2026-04-13T10:47:57.446Z,19.20,87.20,0.00,23.63,350,0.00
2026-04-13T10:47:59.458Z,26.87,87.05,0.00,23.63,350,0.00
2026-04-13T10:48:01.462Z,21.34,87.12,0.00,23.63,351,0.00
2026-04-13T10:48:03.473Z,26.34,87.43,0.00,23.63,352,0.00
2026-04-13T10:48:05.475Z,32.70,87.57,0.00,23.63,352,0.00
2026-04-13T10:48:07.475Z,30.58,87.60,0.00,23.63,352,0.00
2026-04-13T10:48:09.476Z,31.59,87.38,0.00,23.63,352,0.00
2026-04-13T10:48:11.489Z,27.97,87.61,0.00,23.63,352,0.00
2026-04-13T10:48:13.491Z,44.89,87.71,0.00,23.63,352,0.00
2026-04-13T10:48:15.496Z,35.02,87.77,0.00,23.63,352,0.00
2026-04-13T10:48:17.501Z,34.93,87.73,0.00,23.63,352,0.00
2026-04-13T10:48:19.510Z,27.43,87.67,0.00,23.63,352,0.00
2026-04-13T10:48:21.519Z,22.82,87.56,0.00,23.63,354,0.00
2026-04-13T10:48:23.522Z,23.79,87.34,0.00,23.63,354,0.00
2026-04-13T10:48:25.536Z,26.69,87.17,0.00,23.63,354,0.00
2026-04-13T10:48:27.538Z,24.68,87.41,0.00,23.63,354,0.00
2026-04-13T10:48:29.549Z,25.99,87.33,0.00,23.63,354,0.00
2026-04-13T10:48:31.551Z,25.59,87.20,0.00,23.63,351,0.00
2026-04-13T10:48:33.564Z,25.01,87.08,0.00,23.63,351,0.00
2026-04-13T10:48:35.565Z,22.48,87.23,0.00,23.63,351,0.00
2026-04-13T10:48:37.566Z,27.44,87.37,0.00,23.63,351,0.00
2026-04-13T10:48:39.570Z,22.90,87.59,0.00,23.63,351,0.00
2026-04-13T10:48:41.575Z,25.74,87.55,0.00,23.63,351,0.00
2026-04-13T10:48:43.580Z,22.63,87.52,0.00,23.63,351,0.00
2026-04-13T10:48:45.593Z,21.48,87.44,0.00,23.63,350,0.00
2026-04-13T10:48:47.598Z,20.70,87.36,0.00,23.63,350,0.00
2026-04-13T10:48:49.603Z,22.30,87.22,0.00,23.63,350,0.00
2026-04-13T10:48:51.622Z,19.33,87.34,0.00,23.63,350,0.00
2026-04-13T10:48:53.630Z,17.33,87.33,0.00,23.63,350,0.00
2026-04-13T10:48:55.634Z,18.51,87.45,0.00,23.63,350,0.00
2026-04-13T10:48:57.639Z,19.88,87.21,0.00,23.63,349,0.00
2026-04-13T10:48:59.644Z,17.71,87.05,0.00,23.63,349,0.00
2026-04-13T10:49:01.649Z,18.08,87.06,0.00,23.63,349,0.00
2026-04-13T10:49:03.653Z,16.29,87.02,0.00,23.63,349,0.00
2026-04-13T10:49:05.658Z,17.07,87.02,0.00,23.63,349,0.00
2026-04-13T10:49:07.671Z,16.39,87.03,0.00,23.63,350,0.00
2026-04-13T10:49:09.676Z,30.89,87.18,0.00,23.63,350,0.00
2026-04-13T10:49:11.681Z,28.59,87.35,0.00,23.63,350,0.00
2026-04-13T12:21:42.592Z,11.09,89.49,0.00,23.81,368,0.00
2026-04-13T12:21:44.592Z,27.80,89.65,0.00,23.81,368,0.00
2026-04-13T12:21:46.593Z,20.03,89.70,0.00,23.81,368,0.00
2026-04-13T12:21:48.599Z,18.61,89.76,0.00,23.81,368,0.00
2026-04-13T12:21:50.598Z,19.88,89.74,0.00,23.81,367,0.00
2026-04-13T12:21:52.601Z,17.92,89.72,0.00,23.81,367,0.00
2026-04-13T12:21:54.608Z,16.78,89.71,0.00,23.81,367,0.00
2026-04-13T12:21:56.623Z,26.98,89.92,0.00,23.81,369,0.00
2026-04-13T12:21:58.630Z,26.05,89.88,0.00,23.81,369,0.00
2026-04-13T12:22:00.631Z,16.55,89.94,0.00,23.81,369,0.00
2026-04-13T12:22:02.642Z,17.60,89.97,0.00,23.81,369,0.00
2026-04-13T12:22:04.647Z,13.80,90.01,0.00,23.81,369,0.00
2026-04-13T12:22:06.660Z,13.21,89.83,0.00,23.81,368,0.00
2026-04-13T12:22:08.671Z,16.19,89.91,0.00,23.81,368,0.00
2026-04-13T12:22:10.677Z,14.91,89.87,0.00,23.81,367,0.00
2026-04-13T12:22:12.676Z,20.19,89.83,0.00,23.81,367,0.00
2026-04-13T12:22:14.676Z,18.15,89.89,0.00,23.81,367,0.00
2026-04-13T12:22:16.678Z,20.86,89.90,0.00,23.81,367,0.00
2026-04-13T12:22:18.686Z,20.20,89.42,0.00,23.81,366,0.00
2026-04-13T12:22:20.690Z,35.13,89.98,0.00,23.78,366,0.00
2026-04-13T12:22:22.689Z,25.96,89.83,0.00,23.78,366,0.00
2026-04-13T12:22:24.700Z,26.46,90.01,0.00,23.78,366,0.00
2026-04-13T12:22:26.713Z,22.02,90.03,0.00,23.78,368,0.00
2026-04-13T12:22:28.726Z,33.67,89.22,0.00,23.89,368,0.00
2026-04-13T12:22:30.730Z,29.73,89.10,0.00,23.89,368,0.00
2026-04-13T12:22:32.739Z,18.67,89.10,0.00,23.89,368,0.00
2026-04-13T12:22:34.743Z,20.06,88.95,0.00,23.89,368,0.00
2026-04-13T12:22:36.754Z,21.63,88.84,0.00,23.89,368,0.00
2026-04-13T12:22:38.756Z,14.62,88.94,0.00,23.89,368,0.00
2026-04-13T12:22:40.768Z,21.74,89.43,0.00,23.89,373,0.00
2026-04-13T12:22:42.774Z,32.87,90.23,0.00,23.89,374,0.00
2026-04-13T12:22:44.780Z,32.33,91.91,0.00,21.48,376,0.00
2026-04-13T12:22:46.784Z,32.67,91.96,0.00,21.48,376,0.00
2026-04-13T12:22:48.791Z,23.74,91.99,0.00,21.48,376,0.00
2026-04-13T12:22:50.798Z,20.22,91.36,0.00,21.48,376,0.00
2026-04-13T12:22:52.806Z,24.39,91.33,0.00,21.48,376,0.00
2026-04-13T12:22:54.811Z,31.97,91.29,0.00,21.46,376,0.00
2026-04-13T12:22:56.821Z,24.82,91.41,0.00,21.46,376,0.00
2026-04-13T12:22:58.833Z,20.10,91.44,0.00,21.46,376,0.00
2026-04-13T12:23:00.833Z,15.93,91.42,0.00,21.46,376,0.00
2026-04-13T12:23:02.841Z,22.86,91.15,0.00,21.46,376,0.00
2026-04-13T12:23:04.849Z,15.58,91.13,0.00,21.46,376,0.00
2026-04-13T12:23:06.858Z,23.91,91.45,0.00,21.46,376,0.00
2026-04-13T12:23:08.869Z,24.32,92.47,0.00,21.45,376,0.00
2026-04-13T12:23:10.882Z,21.54,93.31,0.00,21.41,376,0.00
2026-04-13T12:23:12.883Z,36.60,92.76,0.00,21.33,376,0.00
2026-04-13T12:23:14.892Z,25.72,92.79,0.00,21.33,376,0.00
2026-04-13T12:23:16.900Z,22.16,92.85,0.00,21.33,376,0.00
2026-04-13T12:23:18.906Z,16.44,92.82,0.00,21.33,376,0.00
2026-04-13T12:23:20.915Z,18.97,92.87,0.00,21.33,376,0.00
2026-04-13T12:23:22.923Z,14.81,92.90,0.00,21.33,376,0.00
2026-04-13T12:23:24.936Z,17.07,92.66,0.00,21.33,376,0.00
2026-04-13T12:23:26.938Z,15.76,92.62,0.00,21.33,375,0.00
2026-04-13T12:23:28.944Z,26.82,93.51,0.00,20.87,375,0.00
2026-04-13T12:23:30.953Z,18.30,93.52,0.00,20.87,375,0.00
2026-04-13T12:23:32.954Z,16.19,93.50,0.00,20.87,375,0.00
2026-04-13T12:23:34.958Z,15.18,93.48,0.00,20.87,375,0.00
2026-04-13T12:23:36.970Z,19.04,93.50,0.00,20.87,375,0.00
2026-04-13T12:23:38.985Z,17.09,93.49,0.00,20.85,375,0.00
2026-04-13T12:23:40.999Z,18.67,93.46,0.00,20.85,375,0.00
2026-04-13T12:23:43.007Z,18.39,93.46,0.00,20.85,374,0.00
2026-04-13T12:23:45.012Z,20.78,93.49,0.00,20.85,374,0.00
2026-04-13T12:23:47.024Z,16.80,93.51,0.00,20.85,374,0.00
2026-04-13T12:23:49.026Z,21.17,93.57,0.00,20.84,374,0.00
2026-04-13T12:23:51.034Z,16.89,93.62,0.00,20.84,374,0.00
2026-04-13T12:23:53.048Z,18.83,93.50,0.00,20.84,374,0.00
2026-04-13T12:23:55.048Z,14.46,93.44,0.00,20.84,374,0.00
2026-04-13T12:23:57.060Z,17.35,93.39,0.00,20.84,374,0.00
2026-04-13T12:23:59.074Z,21.24,93.68,0.00,20.83,374,0.00
2026-04-13T12:24:01.088Z,24.86,93.72,0.00,20.83,374,0.00
2026-04-13T12:24:03.103Z,27.06,93.35,0.00,20.83,373,0.00
2026-04-13T12:24:05.117Z,23.58,93.41,0.00,20.83,373,0.00
2026-04-13T12:24:07.128Z,15.56,93.47,0.00,20.83,373,0.00
2026-04-13T12:24:09.132Z,17.07,93.46,0.00,20.83,373,0.00
2026-04-13T12:24:11.146Z,17.06,93.53,0.00,20.83,373,0.00
2026-04-13T12:24:13.152Z,18.30,93.54,0.00,20.83,373,0.00
2026-04-13T12:24:15.164Z,25.22,93.60,0.00,20.83,373,0.00
2026-04-13T12:24:17.173Z,29.71,93.64,0.00,20.83,373,0.00
2026-04-13T12:24:19.174Z,37.15,93.55,0.00,20.83,373,0.00
2026-04-13T12:24:21.177Z,35.25,93.96,0.00,20.83,374,0.00
2026-04-13T12:24:23.191Z,33.18,94.48,0.00,19.54,374,0.00
2026-04-13T12:24:25.203Z,27.27,94.43,0.00,19.54,374,0.00
2026-04-13T12:24:27.213Z,22.17,94.56,0.00,19.57,374,0.00
2026-04-13T12:24:29.213Z,30.75,91.90,0.00,19.57,374,0.00
2026-04-13T12:24:31.215Z,31.60,92.00,0.00,19.57,374,0.00
2026-04-13T12:24:33.225Z,24.91,92.15,0.00,19.57,374,0.00
2026-04-13T12:24:35.233Z,27.23,92.25,0.00,19.57,374,0.00
2026-04-13T12:24:37.239Z,26.21,92.46,0.00,19.57,374,0.00
2026-04-13T12:24:39.242Z,31.25,92.61,0.00,19.57,374,0.00
2026-04-13T12:24:41.245Z,30.52,92.76,0.00,19.57,374,0.00
2026-04-13T12:24:43.249Z,28.97,92.65,0.00,19.57,374,0.00
2026-04-13T12:24:45.259Z,26.10,92.81,0.00,19.57,374,0.00
2026-04-13T12:24:47.271Z,22.35,92.81,0.00,19.57,374,0.00
2026-04-13T12:24:49.283Z,29.19,92.89,0.00,19.57,374,0.00
2026-04-13T12:24:51.295Z,31.98,92.99,0.00,19.57,374,0.00
2026-04-13T12:24:53.305Z,33.66,93.02,0.00,19.57,374,0.00
2026-04-13T12:24:55.308Z,21.64,93.00,0.00,19.57,374,0.00
2026-04-13T12:24:57.310Z,21.42,92.95,0.00,19.57,374,0.00
2026-04-13T12:24:59.311Z,16.99,92.95,0.00,19.57,374,0.00
2026-04-13T12:25:01.323Z,16.47,92.90,0.00,19.57,374,0.00
2026-04-13T12:25:03.324Z,23.42,92.85,0.00,19.57,374,0.00
2026-04-13T12:25:05.335Z,16.91,92.87,0.00,19.57,374,0.00
2026-04-13T12:25:07.336Z,15.91,92.88,0.00,19.57,374,0.00
2026-04-13T12:25:09.349Z,21.80,92.22,0.00,19.57,374,0.00
2026-04-13T12:25:11.351Z,15.88,92.31,0.00,19.57,374,0.00
2026-04-13T12:25:13.362Z,16.41,92.29,0.00,19.57,374,0.00
2026-04-13T12:25:15.374Z,16.74,92.34,0.00,19.57,373,0.00
2026-04-13T12:25:17.377Z,18.14,92.09,0.00,19.57,373,0.00
2026-04-13T12:25:19.380Z,15.23,91.93,0.00,19.57,373,0.00
2026-04-13T12:25:21.392Z,17.98,91.96,0.00,19.57,373,0.00
2026-04-13T12:25:23.399Z,18.23,91.91,0.00,19.57,373,0.00
2026-04-13T12:25:25.400Z,17.86,91.97,0.00,19.57,373,0.00
2026-04-13T12:25:27.399Z,17.10,92.06,0.00,19.57,373,0.00
2026-04-13T12:25:29.403Z,13.09,92.06,0.00,19.57,372,0.00
2026-04-13T12:25:31.404Z,14.61,92.09,0.00,19.57,372,0.00
2026-04-13T12:25:33.403Z,13.80,91.96,0.00,19.57,372,0.00
2026-04-13T12:25:35.415Z,14.53,91.82,0.00,19.57,372,0.00
2026-04-13T12:25:37.430Z,15.32,91.76,0.00,19.57,372,0.00
2026-04-13T12:25:39.441Z,15.86,91.70,0.00,19.57,372,0.00
2026-04-13T12:25:41.442Z,13.36,91.75,0.00,19.57,372,0.00
2026-04-13T12:25:43.451Z,14.54,91.76,0.00,19.57,372,0.00
2026-04-13T12:25:45.460Z,15.32,91.76,0.00,19.57,372,0.00
2026-04-13T12:25:47.475Z,14.61,91.74,0.00,19.57,372,0.00
2026-04-13T12:25:49.479Z,19.48,91.63,0.00,19.57,372,0.00
2026-04-13T12:25:51.482Z,15.61,91.78,0.00,19.57,372,0.00
2026-04-13T12:25:53.496Z,15.30,91.85,0.00,19.57,372,0.00
2026-04-13T12:25:55.497Z,16.03,91.93,0.00,19.57,372,0.00
2026-04-13T12:25:57.500Z,16.34,92.01,0.00,19.57,372,0.00
2026-04-13T12:25:59.509Z,15.13,92.17,0.00,19.57,372,0.00
2026-04-13T12:26:01.517Z,18.64,92.25,0.00,19.57,372,0.00
2026-04-13T12:26:03.526Z,17.59,92.21,0.00,19.57,372,0.00
2026-04-13T12:26:05.528Z,15.01,92.17,0.00,19.57,372,0.00
2026-04-13T12:26:07.533Z,15.46,92.35,0.00,19.57,372,0.00
2026-04-13T12:26:09.548Z,15.78,92.46,0.00,19.57,372,0.00
2026-04-13T12:26:11.556Z,18.04,92.38,0.00,19.57,372,0.00
2026-04-13T12:26:13.560Z,18.28,92.16,0.00,19.57,372,0.00
2026-04-13T12:26:15.574Z,19.55,92.22,0.00,19.57,372,0.00
2026-04-13T12:26:17.588Z,19.25,91.99,0.00,19.57,372,0.00
2026-04-13T12:26:19.601Z,12.94,91.96,0.00,19.57,372,0.00
2026-04-13T12:26:21.605Z,15.70,91.84,0.00,19.57,372,0.00
2026-04-13T12:26:23.610Z,15.87,91.94,0.00,19.57,372,0.00
2026-04-13T12:26:25.624Z,12.99,91.98,0.00,19.57,372,0.00
2026-04-13T12:26:27.638Z,14.06,91.98,0.00,19.57,373,0.00
2026-04-13T12:26:29.648Z,18.12,92.33,0.00,19.57,373,0.00
2026-04-13T12:26:31.654Z,15.70,92.31,0.00,19.57,373,0.00
2026-04-13T12:26:33.658Z,16.30,92.22,0.00,19.57,373,0.00
2026-04-13T12:26:35.662Z,24.45,92.46,0.00,19.57,373,0.00
2026-04-13T12:26:37.664Z,27.30,92.67,0.00,19.57,374,0.00
2026-04-13T12:26:39.678Z,31.41,92.78,0.00,19.57,376,0.00
2026-04-13T12:26:41.686Z,30.45,93.11,0.00,19.57,377,0.00
2026-04-13T12:26:43.694Z,16.55,93.02,0.00,19.57,377,0.00
2026-04-13T12:26:45.703Z,17.71,93.08,0.00,19.57,377,0.00
